x,y,move,label
-0.7561236761047188,0.7235891204197867,1.0,
-0.7607806524288502,-0.7118694262883736,1.0,
-0.3309890060178485,0.9734526046619957,1.0,
0.31569978385230235,0.9893407016785705,1.0,
-0.9441834807895328,0.36120002114755806,1.0,
-0.14468880598603792,-1.0055334740852802,1.0,
0.9401655027693194,0.17541152207056399,1.0,
-0.9170683989270472,-0.4208019820918736,1.0,
-0.04173794301313555,-0.9144026444454263,1.0,
0.8562875582262037,-0.4357649505638176,1.0,
0.6515838824747534,-0.8120547326751189,1.0,
0.2052038670919005,1.0041018385367841,1.0,
-0.982374504065262,-0.29946278796553916,1.0,
-0.800420942243937,-0.48192796934903626,1.0,
0.9484921558997443,-0.3060654992618206,1.0,
0.8029684119956848,0.4997494907410174,1.0,
0.6669506408797151,-0.7914449759934763,1.0,
0.3140776104862858,-0.9347306452520803,1.0,
-0.3834611706064795,0.9537339809854624,1.0,
-0.9596018704195448,0.3541305875897139,1.0,
-0.3096758211845774,-0.9084801345288693,1.0,
0.9331625449473745,0.33088902826761624,1.0,
-0.11357107510215683,-0.9825860315403561,1.0,
0.24543932549945652,-0.9653294394100469,1.0,
-0.9430554828762187,0.053100782343495564,1.0,
0.4622477168820891,-0.8921524292485944,1.0,
-0.6333867290288768,-0.8170185433871019,1.0,
-0.1868783301051929,-0.9867412195895556,1.0,
0.5041130657294455,-0.8811460805952636,1.0,
-0.6918800002951345,0.7096839204190613,1.0,
0.9278315683994965,0.19876565588013215,1.0,
-0.4030147217855016,-0.9485811589074346,1.0,
-0.6205996990799039,0.794207003502227,1.0,
-0.021110011748781896,-0.9905306510860156,1.0,
0.18385805874751296,0.9751234852183018,1.0,
-0.3000105234639372,0.9213450588315598,1.0,
-0.7364905382237216,0.48755693090752383,1.0,
0.7998676405381212,-0.5900756821968308,1.0,
0.4971596428241306,-0.8124781625532218,1.0,
-0.44413258728442406,-0.8629820647043775,1.0,
-1.075147230442431,-0.12684105749030927,1.0,
-0.5449988017007973,-0.8570775032733563,1.0,
-0.2654148264943162,0.9440132458356372,1.0,
0.9098820536356683,0.1264171816260091,1.0,
-0.5100846819689339,0.9495230529749344,1.0,
0.30791369210434044,0.9862155921353228,1.0,
0.9773136238870547,-0.0011893349944583215,1.0,
0.71588384969732,-0.7666478237064784,1.0,
0.9389744825498394,0.43457509548001183,1.0,
-0.9226498174401403,-0.5495165671093863,1.0,
-0.31536283015258615,0.97106111667985,1.0,
0.02372363898330054,-1.0478356966054259,1.0,
-0.9190617567380568,-0.22914778551342027,1.0,
-0.43418299574630925,-0.834127950441482,1.0,
0.4744149451829308,0.8087920044161407,1.0,
0.37026206872296386,-1.0325790525124185,1.0,
-0.1642181123019032,1.0400089236029122,1.0,
-0.6269716644812482,-0.8890894350388632,1.0,
-0.8791693239273696,0.5682161534077533,1.0,
-0.672853132024873,-0.7519538842835385,1.0,
-0.4803553834737913,0.8913641928727084,1.0,
0.6009157342617204,0.8960195840499916,1.0,
-0.10984757226309524,-1.051914636089807,1.0,
-0.3573107413823622,-0.9365197631767261,1.0,
-0.23756297425897172,0.8920228410003517,1.0,
0.20074705630723796,1.060703509276438,1.0,
-0.013960603110995545,0.9714327447432837,1.0,
-0.9439586337709821,-0.17923033022363644,1.0,
0.7223547105370451,0.731957674535316,1.0,
0.8014223310422061,0.5272368125115106,1.0,
0.6397776422431585,0.8211215822498796,1.0,
0.7267228080483656,-0.6959993611648868,1.0,
0.6736409461438547,0.5819480030383104,1.0,
0.8576408811944659,0.4570433472784236,1.0,
0.22910472070959523,0.9884936527424681,1.0,
-0.724360307407988,-0.5449038417353951,1.0,
-0.9275634908394675,-0.29828149338426957,1.0,
0.746301564362013,-0.5226357259498479,1.0,
0.5745058226129893,-0.9171048360610163,1.0,
-0.8696520657656472,-0.35057258001326713,1.0,
0.9095603465464441,-0.13072821077702731,1.0,
0.2796717125557486,-0.9112868434315036,1.0,
-0.9763808362593221,0.2219121427672138,1.0,
-0.5006483172139164,0.8831128725033365,1.0,
0.6476272456542719,0.7626470890671904,1.0,
-1.000216683408139,-0.22582013715324856,1.0,
0.8334904890825996,-0.546436567531214,1.0,
0.9516526429346678,-0.371973904809943,1.0,
1.000679912283497,-0.398840277845101,1.0,
-0.5908567547786148,0.7712423831118366,1.0,
-0.4825337568357041,0.8686440885432876,1.0,
0.08196710099433224,-1.0029443367480886,1.0,
0.7977195858449394,-0.4335641427207085,1.0,
-0.01957146460459818,-1.0300599391470393,1.0,
-0.817269251063722,-0.5610712252510791,1.0,
0.8939516450174395,0.44463675900521255,1.0,
-0.8965480670611157,0.25949539542011585,1.0,
-0.6626429094826178,-0.7515106964478379,1.0,
0.6030990742823709,-0.8256694262268618,1.0,
-0.8863631011605172,-0.39276931675947213,1.0,
0.39735058422525316,-0.9034913484438575,1.0,
-0.8641555394262737,-0.577380979614598,1.0,
-0.8775880722607291,0.376282779489366,1.0,
-0.5574177217626938,-0.8057947472514488,1.0,
0.13147797902228014,0.9665099935380743,1.0,
0.4525948780564659,-0.9066877661413646,1.0,
0.6767903241409864,0.7568364102831744,1.0,
-0.5951018190530376,0.9315736193447766,1.0,
-1.0006119338790147,-0.09590081093858277,1.0,
0.6083957486504175,0.8015536367887038,1.0,
0.965199501136843,0.22617147005050411,1.0,
1.0362895745473724,0.03313178081579821,1.0,
0.983385828007147,0.1628411400602798,1.0,
-0.8889643100244048,0.547783187565871,1.0,
-0.8548356911753151,-0.3421728322314903,1.0,
-0.9535432617352599,-0.04189842980374035,1.0,
-0.007993537764076145,1.029254842583775,1.0,
-0.5095763321884619,-0.9573248592286187,1.0,
-0.1689009131807742,-1.027435741272701,1.0,
-0.9842565791660768,0.49027112432311154,1.0,
-1.068928233549076,-0.03203872564899278,1.0,
-0.7922290677717339,-0.6526413618720891,1.0,
-0.46667728460831837,0.9667587476218507,1.0,
-1.0329438571330416,-0.0037032842103949595,1.0,
-0.8217131202596989,-0.33920511234374545,1.0,
-0.03842039180138672,0.9887263856092886,1.0,
0.6044499183452485,0.7191472769410766,1.0,
-0.48771031197638043,-0.7438578309990537,1.0,
-0.9516008556459493,-0.08242920583982395,1.0,
-0.8684715630119751,0.6207379195526065,1.0,
-0.7905943689448603,0.5495648231468967,1.0,
0.823182844076648,0.47123770355998673,1.0,
-0.7749046241377233,-0.6562273182851911,1.0,
-0.7231581562276358,0.6504401823122733,1.0,
0.6478288736985589,-0.7023911636772342,1.0,
-0.45599265115500515,0.8866465303670539,1.0,
0.9914194228858494,0.14179944482270496,1.0,
-0.596136124741924,0.7784831325525126,1.0,
-0.9086539451566756,-0.5296131694149444,1.0,
1.045785742845554,0.04001411578709062,1.0,
-0.6762352760383781,-0.8557117904674229,1.0,
0.974287449042755,-0.3433071570308073,1.0,
-0.9305527035256769,-0.4300658550997399,1.0,
0.48648839585282555,-0.8109087305437753,1.0,
-0.1180849881853828,-0.9690790916460035,1.0,
-0.9633960129167882,0.1570034890968928,1.0,
-0.960924827139475,-0.4250169372442849,1.0,
